,Original,Modificado
rxn00001_c0,-191.4179043972047,848.7474001422831
rxn00001_d0,0.0,-826.5483932418166
rxn00001_g0,0.0,0.0
rxn00001_v0,0.0,0.0
rxn00001_w0,0.0,0.0
rxn00006_c0,0.02865413293779272,0.002236582112823324
rxn00006_x0,0.025283058474546267,0.0019734548047611058
rxn00018_d0,0.0,0.0
rxn00018_x0,0.0,0.0
rxn00048_d0,0.016855372316363956,0.0013156365365074594
rxn00069_d0,-283.0812038180087,279.8318577379706
rxn00076_c0,0.0,0.0
rxn00076_d0,0.0,0.0
rxn00077_c0,0.0,0.0
rxn00077_d0,0.0,0.0
rxn00078_c0,0.0,0.0
rxn00078_x0,0.0,0.0
rxn00083_c0,-725.0238241014086,0.0
rxn00086_c0,0.0,0.0
rxn00086_d0,-6.740379112452337,-0.42062666972012436
rxn00086_m0,0.0,0.0
rxn00088_c0,0.0,0.0
rxn00097_c0,0.0,140.43847228013095
rxn00097_d0,45.51591029566902,139.90431103858702
rxn00097_m0,28.40349355147427,0.003946909611855223
rxn00097_n0,0.0,0.0
rxn00100_c0,0.011461653175100759,0.0008946328448295059
rxn00100_x0,0.0,0.0
rxn00101_c0,121.85226929981737,717.4730731760636
rxn00102_c0,0.0,-97.51097661677552
rxn00102_d0,-312.8801240977688,88.21431726142819
rxn00105_c0,0.0,0.0
rxn00116_c0,0.0,0.0
rxn00116_g0,0.0,0.0
rxn00117_c0,-273.4553612130751,-121.58630661301986
rxn00117_d0,0.0,0.0
rxn00117_m0,0.0,0.0
rxn00117_n0,0.0,0.0
rxn00117_x0,0.0,0.0
rxn00119_c0,9.18617791241836,1.2504404179117732
rxn00120_c0,0.0,0.0
rxn00120_g0,0.0,0.0
rxn00121_c0,0.0,0.0
rxn00121_d0,0.0,0.0
rxn00122_c0,0.008427686158181976,0.0006578182682537296
rxn00122_d0,0.0,0.0
rxn00123_c0,0.0,0.0
rxn00124_c0,0.0,0.0
rxn00124_d0,0.0,0.0
rxn00126_c0,6.605030472751962,0.5155519113784957
rxn00126_n0,0.0,0.0
rxn00128_c0,0.0,0.0
rxn00134_c0,3.444058225402621,0.26882401350457363
rxn00138_c0,0.06573595203376742,0.005130982493900377
rxn00139_c0,-3.1067822253522306,-0.24249812640905044
rxn00141_c0,6.525557392280307,0.5093486851088629
rxn00148_c0,-641.2594029672821,94.7923770285664
rxn00148_d0,-41.48786470579917,-141.58968625037747
rxn00151_d0,0.0,0.0
rxn00154_d0,579.143274256754,39.85058848552531
rxn00154_m0,7.655460720317967,0.0
rxn00154_n0,0.0,0.0
rxn00159_m0,0.0,0.0
rxn00161_c0,0.0,0.0
rxn00161_d0,0.0,0.0
rxn00166_c0,0.0,0.0
rxn00168_c0,19.244031404177473,1.3960279479252196
rxn00175_d0,6.740379112452338,0.42062666972012436
rxn00178_c0,0.0,0.0
rxn00178_x0,0.0,0.0
rxn00179_c0,0.0,0.0
rxn00179_d0,0.0,0.0
rxn00184_c0,-826.6770997414862,-798.4294098599786
rxn00187_c0,0.0,0.0
rxn00187_d0,0.0,0.0
rxn00187_m0,0.0,0.0
rxn00189_c0,344.0345452321266,0.0
rxn00191_c0,-611.0815409272537,-516.9529528852328
rxn00191_d0,597.5129662125807,0.0006578182682537297
rxn00191_m0,0.0,0.0006578182682537298
rxn00191_x0,0.0,0.0
rxn00192_d0,0.0,0.0
rxn00208_c0,0.0,0.0
rxn00208_d0,0.0,0.0
rxn00209_c0,0.0,0.0
rxn00209_d0,0.0,0.0
rxn00211_c0,64.55607597167392,5.038887934823569
rxn00213_c0,-282.64153912549347,-122.64676364859012
rxn00237_c0,2.2586198903927706,0.39456337052092705
rxn00237_d0,8.137689477482018,137.67216618702713
rxn00237_m0,0.0,0.0
rxn00237_n0,0.0,0.0
rxn00237_x0,0.0,0.0
rxn00239_c0,4.449818291520085,0.4959806667159774
rxn00247_c0,0.0,0.0
rxn00247_n0,0.0,0.0
rxn00248_c0,0.0,0.0
rxn00248_d0,0.0,-1.1342156031174475e-12
rxn00248_m0,311.64683350364254,311.0066514321156
rxn00248_x0,0.0,0.0
rxn00257_c0,-330.7487741191869,-37.99439195788064
rxn00260_c0,0.0,0.0
rxn00260_d0,-57.25213748583004,0.0
rxn00260_m0,0.0,-279.22771041490654
rxn00260_x0,0.05056611694909255,0.0
rxn00272_d0,0.0,0.0
rxn00272_m0,0.00842768615818198,0.0
rxn00272_x0,0.0,0.0
rxn00275_d0,-106.70563980743913,481.0350943220315
rxn00275_m0,-181.25787860819736,0.0
rxn00275_x0,-0.05056611694909254,0.0
rxn00285_m0,0.0,8.543844815126664e-13
rxn00299_c0,0.05056611694909253,0.003946909609522211
rxn00300_d0,0.016855372316363953,0.0013156365365074591
rxn00313_d0,8.0905787118547,0.7316324837163548
rxn00330_c0,0.0,0.0
rxn00333_d0,0.0,0.0
rxn00333_x0,0.05056611694909254,0.003946909609522211
rxn00337_d0,8.090578711854699,0.731632483716355
rxn00338_c0,0.05730826587558544,0.004473164225646648
rxn00338_d0,0.0,0.0
rxn00343_m0,0.0,0.0
rxn00361_c0,0.0,0.0
rxn00361_d0,0.0,0.0
rxn00363_c0,0.0,0.0
rxn00364_c0,0.617833672256294,0.04822465724568536
rxn00366_c0,0.0,0.0
rxn00366_g0,0.0,0.0
rxn00371_c0,0.0,0.0
rxn00371_m0,0.0,0.0
rxn00383_c0,0.0,0.0
rxn00383_x0,0.0,0.0
rxn00391_c0,-0.016855372316363956,-0.0013156365365074594
rxn00391_d0,0.0,0.0
rxn00392_c0,0.0,0.0
rxn00392_d0,0.0,0.0
rxn00394_d0,0.0,0.0
rxn00394_m0,0.0,0.0
rxn00408_c0,0.0,0.0
rxn00408_g0,0.0,0.0
rxn00409_c0,0.0,-0.05319263894936894
rxn00409_d0,0.0,0.0
rxn00409_m0,0.0,0.0
rxn00409_n0,0.0,0.0
rxn00409_x0,0.0,0.0
rxn00412_c0,4.382396802254629,0.4330752226285536
rxn00414_d0,18.552371201175454,1.8058989205811642
rxn00416_c0,4.719504248581908,0.4634129065275708
rxn00420_d0,-88.54077361581379,192.49582519165847
rxn00424_x0,0.0,0.0
rxn00425_c0,0.0,0.0
rxn00437_c0,0.0,0.0
rxn00439_c0,0.0,0.0
rxn00440_c0,0.008427686158181976,0.0006578182682537296
rxn00451_c0,0.0,0.0
rxn00452_c0,0.0,0.0
rxn00454_c0,0.0,516.1253159103161
rxn00456_c0,0.0,0.0
rxn00459_c0,723.9426733734512,417.0761950308007
rxn00459_d0,172.08834602468204,-353.5485744526331
rxn00459_n0,0.0,0.0
rxn00469_c0,0.0,0.0
rxn00493_c0,0.0,0.0
rxn00493_d0,-59.00223079343204,-4.559322037591721
rxn00493_m0,0.0,0.0
rxn00493_x0,0.0,0.0
rxn00495_c0,52.76574303637738,4.118600177536602
rxn00499_c0,-3.2867976016909717,-0.2565491246189545
rxn00506_c0,0.0,0.0
rxn00506_d0,0.0,0.0
rxn00506_m0,0.0,0.0
rxn00527_c0,0.0,0.0
rxn00527_d0,0.013062913545182065,0.001019618315793281
rxn00527_m0,0.0,0.0
rxn00527_x0,0.0,0.0
rxn00533_c0,0.025283058474545934,0.001973454804761189
rxn00533_d0,211.61919943194977,0.7753676102193964
rxn00541_c0,-19.26931446265202,-1.3980014027299807
rxn00543_c0,0.0,0.0
rxn00571_c0,0.0,-444.60051868579404
rxn00578_c0,-328.0583398319361,-126.19174629620949
rxn00611_c0,-10.955992005636569,-0.8551637487298486
rxn00611_d0,0.0,0.0
rxn00654_c0,0.09573851475692054,0.007472815527366802
rxn00686_c0,-2.5283058474545936,-0.18998338234148632
rxn00686_m0,-0.05056611694909254,-0.003946909609522211
rxn00689_c0,0.0,0.0
rxn00689_d0,0.0,0.0
rxn00689_m0,0.0,0.0
rxn00690_c0,0.10955992005636639,0.00855163748729859
rxn00692_c0,-161.30064580891872,-85.113343779731
rxn00692_d0,97.3037974062298,-191.9534603971641
rxn00692_m0,169.7283319671007,86.01117246357964
rxn00693_c0,6.525557392280307,0.5093486851088629
rxn00693_d0,4.1837562395062795,0.2567864391374098
rxn00693_x0,0.0,0.0
rxn00708_c0,0.09573851475692055,0.007472815527366803
rxn00710_c0,9.281916427175279,1.25791323343914
rxn00711_d0,0.0,0.0
rxn00720_d0,-0.09573851475692054,-0.007472815527366803
rxn00737_d0,6.994979511291043,0.5856926788638943
rxn00747_c0,0.0,-208.1095946954593
rxn00747_d0,-421.71384873359426,55.84852342926952
rxn00747_m0,0.0,0.0
rxn00770_c0,12.454434604561278,1.5055423423420908
rxn00770_d0,14.618580133123961,138.2905427967856
rxn00777_c0,-12.462862290719462,-1.5062001606103443
rxn00777_d0,-31.5012300603522,-93.8623001046018
rxn00777_n0,0.0,0.0
rxn00779_c0,0.0,0.0
rxn00781_c0,372.1548817701012,417.0761950308007
rxn00781_d0,-0.10793416822250564,-161.05274926097448
rxn00781_m0,0.0,0.0
rxn00781_n0,0.0,0.0
rxn00782_d0,435.44329818044014,0.0
rxn00789_d0,-3.2025207401091507,-0.22452921521889752
rxn00790_d0,-9.393414715051136,-137.94427545679244
rxn00791_d0,-2.022644677963674,-0.12173812477424337
rxn00799_m0,-314.7650773821699,-311.2500441913684
rxn00800_d0,8.13768947748202,137.67216618702713
rxn00802_d0,9.270454774000177,0.5479856871420244
rxn00829_c0,0.0,0.0
rxn00829_x0,0.0,0.0
rxn00830_c0,-0.20732107949127673,-0.016182329399041743
rxn00830_d0,-0.21111353826245857,0.024273494098562613
rxn00830_m0,0.0,0.0
rxn00832_d0,-12.587507769002105,-138.16814685374308
rxn00834_c0,4.449818291520085,0.4959806667159774
rxn00838_d0,8.137689477482018,137.67216618702713
rxn00839_c0,2.528305847454593,0.18998338234148632
rxn00839_d0,0.0,0.0
rxn00839_m0,0.0,0.0
rxn00839_n0,0.0,0.0
rxn00839_x0,0.0,0.0
rxn00863_d0,3.2025207401091516,0.2245292152188975
rxn00899_d0,0.0,0.0
rxn00899_m0,0.0,0.0
rxn00907_c0,147.95043244260424,84.14843682107936
rxn00907_d0,-97.3037974062298,191.9534603971641
rxn00907_m0,-28.74998941390299,0.003946909609522211
rxn00908_m0,140.9783425531977,86.01511937318917
rxn00912_c0,0.09573851475692055,0.007472815527366801
rxn00912_m0,0.0,0.0
rxn00915_c0,0.0,0.0
rxn00917_c0,4.449818291520085,0.4959806667159774
rxn00929_c0,0.0,0.0
rxn00929_d0,-8.090578711854699,-351.00982861622543
rxn00931_c0,0.0,0.0
rxn00931_d0,0.0,350.45317690357746
rxn00937_m0,0.0,0.0
rxn00938_c0,0.00842768615818198,0.0006578182682537297
rxn00940_c0,0.0,0.0
rxn00943_x0,0.0,0.0
rxn00947_d0,0.0,0.0
rxn00947_r0,0.0,0.0
rxn00947_x0,0.0,0.0
rxn00965_c0,0.008427686158181976,0.0006578182682537297
rxn00974_c0,329.6531749186233,37.90887558300766
rxn00974_d0,0.0,0.0
rxn00974_m0,0.0,0.0
rxn00979_c0,0.05056611694909254,0.0039469096095222115
rxn00980_c0,0.0,0.0
rxn00980_d0,0.0,0.0
rxn00980_n0,0.0,0.0
rxn01000_d0,59.00223079343205,4.55932203759172
rxn01005_c0,0.0,0.0
rxn01007_c0,64.55607597167392,5.038887934823569
rxn01009_c0,0.0,0.0
rxn01011_d0,0.0,0.0
rxn01011_x0,0.0,0.0
rxn01018_d0,9.281916427175274,1.2579132334391403
rxn01019_d0,9.270454774000177,0.5479856871420243
rxn01021_c0,0.0,0.0
rxn01069_d0,-4.1837562395062795,-0.2567864391374098
rxn01100_c0,-372.15488177010127,-417.07619503080065
rxn01100_d0,-435.3353640122177,161.0527492609746
rxn01101_d0,-88.54077361581378,192.49582519165847
rxn01102_d0,0.0,0.0
rxn01106_c0,-723.9426733734512,-417.07619503080065
rxn01106_d0,-172.088346024682,353.5485744526331
rxn01111_d0,0.0,0.0
rxn01115_c0,12.462862290719462,1.5062001606103443
rxn01115_d0,0.0,0.0
rxn01115_m0,0.0,0.0
rxn01116_d0,-31.534940804984945,-93.86493137767482
rxn01169_m0,0.0,0.0
rxn01179_c0,0.0,0.0
rxn01179_n0,0.0,0.0
rxn01179_r0,0.0,0.0
rxn01181_c0,0.0,0.0
rxn01182_c0,0.008427686158181976,0.0006578182682537295
rxn01200_d0,-16.882649927228236,44.4282426921838
rxn01207_d0,0.0,0.0
rxn01207_m0,0.0,0.0
rxn01208_d0,-14.495620192073,-0.9823421489898383
rxn01211_c0,-0.10113223389818442,69.12951332308428
rxn01211_d0,21.980922484053245,191.9534603971641
rxn01211_m0,0.0,15.021554771068102
rxn01213_c0,0.10366053974563837,0.008091164699520871
rxn01213_m0,0.0,0.0
rxn01217_c0,0.0,0.0
rxn01249_c0,0.0,0.0
rxn01249_d0,0.0,0.0
rxn01253_c0,0.0,0.0
rxn01255_d0,65.30024065944143,5.008445993307216
rxn01256_c0,0.0,0.0
rxn01256_d0,63.144859924486404,4.876347230807976
rxn01257_d0,0.05056611694909255,0.0039469096095222115
rxn01258_d0,0.0821699400422743,0.006413728115473866
rxn01262_c0,0.0,0.0
rxn01263_c0,0.0,0.0
rxn01265_c0,-0.008427686158181978,-0.0006578182682537297
rxn01275_c0,0.0,0.0
rxn01301_d0,0.0,0.0
rxn01302_d0,0.0,0.0
rxn01332_d0,65.30024065944143,5.008445993307215
rxn01334_c0,0.0,0.0
rxn01334_d0,0.0,0.0
rxn01345_c0,0.0,0.0
rxn01345_d0,0.0,0.0
rxn01353_c0,2.1911984011273145,0.10141729619505033
rxn01353_d0,0.0,0.0
rxn01353_m0,0.0,0.0
rxn01353_n0,0.0,0.0
rxn01353_x0,0.0,0.0
rxn01362_c0,-9.281916427175279,-1.25791323343914
rxn01396_c0,0.0,0.0
rxn01396_d0,0.0,0.0
rxn01399_c0,0.0,0.0
rxn01426_c0,0.0,0.0
rxn01427_c0,0.0,0.0
rxn01429_c0,0.0,0.0
rxn01434_d0,9.270454774000177,0.5479856871420244
rxn01454_c0,0.0,0.0
rxn01465_c0,0.0,0.0
rxn01465_d0,-9.281916427175275,-1.25791323343914
rxn01466_c0,0.10366053974563837,0.008091164699520871
rxn01476_c0,12.462862290719462,1.5062001606103443
rxn01476_d0,0.0,0.0
rxn01486_d0,0.10366053974563834,0.008091164699520873
rxn01486_m0,0.0,0.0
rxn01486_r0,0.0,0.0
rxn01494_c0,0.0,0.0
rxn01501_c0,0.0,0.0
rxn01501_r0,0.0,0.0
rxn01511_c0,0.0,0.0
rxn01511_g0,0.0,0.0
rxn01512_c0,2.5283058474545936,0.18998338234148632
rxn01512_d0,0.0,0.0
rxn01512_m0,0.0,0.0
rxn01512_n0,0.0,0.0
rxn01512_x0,0.0,0.0
rxn01513_c0,2.5283058474545936,0.1899833823414863
rxn01513_m0,0.0,0.0
rxn01514_c0,0.0,0.0
rxn01514_g0,0.0,0.0
rxn01519_c0,2.528305847454593,0.18998338234148637
rxn01520_c0,2.5283058474545936,0.18998338234148635
rxn01539_c0,-0.008427686158181978,-0.0006578182682537297
rxn01539_d0,0.0,0.0
rxn01570_c0,0.0,0.0
rxn01571_c0,0.0,0.0
rxn01607_c0,0.0,0.0
rxn01611_c0,52.76574303637737,4.118600177536602
rxn01611_r0,0.0,0.0
rxn01612_c0,0.0,0.0
rxn01613_c0,0.0,0.0
rxn01626_c0,0.09573851475692056,0.007472815527366803
rxn01626_r0,0.0,0.0
rxn01636_d0,9.270454774000177,0.5479856871420243
rxn01637_d0,-9.270454774000179,-0.5479856871420242
rxn01643_c0,0.0,0.0
rxn01643_d0,-8.090578711854697,-0.731632483716355
rxn01644_d0,8.090578711854699,0.7316324837163551
rxn01652_c0,0.0,0.0006578182682537297
rxn01652_d0,0.008427686158181978,0.0
rxn01652_m0,0.0,0.0
rxn01653_m0,0.0,0.0
rxn01670_c0,0.0,0.0
rxn01673_c0,0.6178336722562942,0.10141729619505033
rxn01673_d0,0.0,0.0
rxn01673_m0,0.0,0.0
rxn01673_n0,0.0,0.0
rxn01673_x0,0.0,0.0
rxn01678_c0,0.0,0.18998338234148635
rxn01678_d0,0.0,0.0
rxn01678_m0,0.0,0.0
rxn01678_n0,0.0,0.0
rxn01678_x0,0.0,0.0
rxn01712_c0,0.0,0.0
rxn01718_c0,0.0,0.0
rxn01739_d0,65.30024065944143,5.008445993307216
rxn01740_d0,-65.30024065944143,-5.008445993307215
rxn01743_c0,0.0,0.0
rxn01765_r0,0.0,0.0
rxn01790_c0,-0.09573851475692054,-0.0074728155273668
rxn01791_c0,0.09573851475692055,0.007472815527366801
rxn01807_c0,0.0,0.0
rxn01807_d0,0.0,0.0
rxn01827_c0,0.0,0.0
rxn01827_d0,0.013062913545182069,0.001019618315793281
rxn01887_c0,0.0,0.0
rxn01887_w0,0.0,0.0
rxn01888_c0,0.0,0.0
rxn01909_c0,0.0,0.0
rxn01917_d0,9.270454774000177,0.5479856871420243
rxn01974_d0,8.0905787118547,0.731632483716355
rxn01975_c0,12.46286229071946,1.5062001606103441
rxn01975_d0,0.0,0.0
rxn02155_c0,0.06573595203376742,0.005130982493900377
rxn02159_d0,3.2025207401091516,0.22452921521889752
rxn02175_c0,0.011461653175100759,0.0008946328448295059
rxn02201_c0,0.0,0.0
rxn02201_m0,0.05056611694909254,0.00394690960952221
rxn02212_d0,65.30024065944143,5.008445993307215
rxn02213_d0,65.30024065944141,5.008445993307215
rxn02251_d0,0.0,0.0
rxn02251_x0,0.0,0.0
rxn02277_m0,0.00842768615818198,0.0006578182682537298
rxn02297_c0,0.008427686158181978,0.0006578182682537298
rxn02302_c0,0.0,0.0
rxn02305_d0,0.008427686158181978,0.0006578182682537296
rxn02312_m0,0.00842768615818198,0.0006578182682537298
rxn02320_d0,-3.2025207401091507,-0.22452921521889754
rxn02322_c0,0.0,0.0
rxn02322_x0,0.0,0.0
rxn02341_c0,0.09573851475692055,0.007472815527366802
rxn02373_c0,0.0,0.0
rxn02373_d0,0.0,0.0
rxn02374_c0,0.0,0.0
rxn02374_d0,8.090578711854699,0.5566517126479895
rxn02374_m0,0.0,0.0
rxn02374_v0,0.0,0.0
rxn02374_x0,0.0,0.0
rxn02380_c0,0.0,0.0
rxn02380_d0,0.0,0.0
rxn02402_c0,-0.05730826587558543,-0.004473164225646648
rxn02402_d0,0.0,0.0
rxn02414_c0,6.405041480218302,0.4999418838728345
rxn02465_d0,-9.270454774000177,-0.5479856871420243
rxn02473_d0,3.202520740109151,0.22452921521889752
rxn02474_d0,-0.016855372316363953,-0.001315636536507459
rxn02475_d0,0.01685537231636395,0.0013156365365074587
rxn02476_d0,65.30024065944143,5.008445993307215
rxn02484_d0,0.0,0.0
rxn02503_c0,0.0,0.0
rxn02503_m0,0.050566116949092535,0.00394690960952221
rxn02504_c0,0.05056611694909254,0.003946909609522211
rxn02507_d0,2.0226446779636746,0.12173812477424337
rxn02516_m0,0.0,0.0
rxn02554_c0,0.0,0.0
rxn02554_r0,0.0,0.0
rxn02575_c0,0.0,0.0
rxn02758_c0,0.0,0.0
rxn02758_w0,0.0,0.0
rxn02789_d0,14.495620192073002,0.9823421489898384
rxn02811_d0,-14.495620192073,-0.9823421489898384
rxn02814_c0,0.0,0.0
rxn02814_w0,0.0,0.0
rxn02832_d0,-0.08216994004227429,-0.0064137281154738645
rxn02834_d0,3.202520740109151,0.2245292152188975
rxn02835_d0,3.202520740109151,0.2245292152188975
rxn02894_c0,0.0,0.0
rxn02895_d0,9.393414715051136,137.94427545679244
rxn02914_d0,88.5407736158138,-192.49582519165847
rxn02928_d0,-8.090578711854699,-0.7316324837163608
rxn02929_d0,0.0,0.0
rxn02937_d0,9.393414715051136,137.94427545679244
rxn02938_d0,-9.384987028892954,-137.9436176385242
rxn02988_c0,-0.057308265875585435,-0.004473164225646649
rxn02988_d0,0.0,0.0
rxn03004_d0,9.393414715051136,137.94427545679247
rxn03016_c0,0.0,0.0
rxn03016_r0,0.0,0.0
rxn03057_c0,0.0,0.0
rxn03062_d0,14.495620192072998,0.9823421489898383
rxn03075_c0,0.0,0.0
rxn03080_d0,0.03371074463272791,0.0026312730730149183
rxn03084_d0,9.393414715051136,137.94427545679244
rxn03084_m0,0.0,0.0
rxn03108_d0,0.008427686158181978,0.0006578182682537296
rxn03135_d0,-3.2025207401091507,-0.22452921521889752
rxn03136_d0,9.384987028892954,137.9436176385242
rxn03137_d0,12.587507769002105,138.1681468537431
rxn03147_d0,9.384987028892956,137.9436176385242
rxn03168_c0,-0.050566116949092535,-0.00394690960952221
rxn03173_c0,0.05056611694909254,0.003946909609522211
rxn03175_d0,3.2025207401091507,0.22452921521889754
rxn03891_d0,0.021490599703364043,0.0016774365840470091
rxn03891_m0,0.0,0.0
rxn03891_r0,0.0,0.0
rxn03892_d0,0.021490599703364043,0.0016774365840470091
rxn03892_m0,0.0,0.0
rxn03892_r0,0.0,0.0
rxn03907_d0,0.5220951574993737,0.040751841718318534
rxn03908_d0,0.5220951574993737,0.04075184171831853
rxn03909_d0,0.5220951574993736,0.04075184171831853
rxn03910_d0,0.5220951574993736,0.040751841718318534
rxn03958_d0,-0.5220951574993737,-0.040751841718318534
rxn03970_c0,0.0,0.0
rxn03971_c0,0.0,0.0
rxn03983_c0,0.0,0.0
rxn03983_d0,-6.740379112452339,-0.42062666972012436
rxn04113_d0,0.0,0.0
rxn04426_c0,0.0,0.0
rxn04426_r0,0.0,0.0
rxn04430_c0,0.0,0.0
rxn04954_c0,-10.717741317944768,-0.7667929425145263
rxn04996_d0,0.0,0.0
rxn05023_d0,0.08216994004227429,0.006413728115473865
rxn05023_x0,0.0,0.0
rxn05024_d0,0.08216994004227429,0.006413728115473865
rxn05024_x0,0.0,0.0
rxn05034_m0,0.008427686158181978,0.0006578182682537296
rxn05039_d0,0.016855372316363953,0.001315636536507459
rxn05040_d0,0.03371074463272791,0.002631273073014919
rxn05092_c0,0.0,0.0
rxn05104_c0,0.0,0.0
rxn05104_d0,0.0,0.0
rxn05105_d0,0.0,0.0
rxn05106_d0,0.0,0.0
rxn05136_c0,0.0,0.0
rxn05143_c0,0.0,0.0
rxn05206_c0,25.872996505618666,2.0195020835389497
rxn05218_d0,0.0,-427.0265671999282
rxn05218_m0,-129.44036822594282,-172.0262918367688
rxn05218_x0,0.05056611694909254,0.0
rxn05220_d0,0.0,0.0
rxn05220_m0,0.0,0.0
rxn05220_x0,0.0,0.0
rxn05222_d0,2.0226446779636746,0.12173812477424337
rxn05222_m0,0.0,0.0
rxn05222_x0,0.0,0.0
rxn05224_d0,0.01685537231636396,0.0013156365365074594
rxn05224_m0,0.0,0.0
rxn05238_c0,6.740379112452338,0.4206266697201245
rxn05238_d0,-6.740379112452338,-0.42062666972012447
rxn05238_v0,0.0,0.0
rxn05245_d0,10.79889993564803,0.7669731123600227
rxn05245_m0,0.0,0.0
rxn05245_x0,0.0,0.0
rxn05287_d0,0.021490599703364043,0.0016774365840470091
rxn05287_m0,0.0,0.0
rxn05287_r0,0.0,0.0
rxn05319_c0,-1000.0,-1000.0000000000023
rxn05319_d0,528.4491241385205,0.0
rxn05319_m0,1000.0,1000.0
rxn05319_v0,0.0,0.0
rxn05319_x0,0.05056611694909253,0.0039469096095222115
rxn05324_d0,-29.91828586154605,-0.09717113189893395
rxn05325_d0,-29.918285861546064,-0.09717113189893396
rxn05326_d0,-29.918285861546064,-0.09717113189893395
rxn05330_d0,29.918285861546057,0.09717113189893396
rxn05331_d0,29.918285861546053,0.09717113189893396
rxn05335_d0,29.918285861546043,0.09717113189893399
